Input,Predicted,Actual
hello1,hello1,hello1
Mike2 is2 7???? What2 in2 the2 ... I2 never2 knew2 that2 .,"muje1 , hai1 <unk> ki1 <unk> hai1 <unk> <unk> <unk> <unk>",mike1 ka1 7??? itna1 bhi1 kya1 hein1 ... mein1 kabhi1 suna1 nahi1
"anyways2 though2 , it2 is2 pretty2 exciting2 to2 see2 Turing2 recalibrate2 that2 machine2 . You1 will2 enjoy2 that2 .","muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","vaise1 bhee1 , us1 masheen1 ko1 tyooring1 reekailibret1 dekhana1 kaaphee1 romaanchak1 hai1 . aapako1 maja1 aaega1 ."
Does2 being2 God2 work2 out2 for2 him2 ?,"muje1 , hai1 <unk> hai1 hai1 hai1",bhagwaan1 ban1 ne1 se1 uske1 ke1 liye1 work2 out2 ho1 jaata1 hai1 kya1 ?
and2 of2 course2 they2 get2 greedy2 and2 want2 to2 pretend2 its2 a2 boating2 accident2 and2 not2 a2 shark2 attack2,"muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",aur1 nishchit1 roop1 se1 ve1 laalachee1 ho1 jaate1 hain1 aur1 apanee1 nauka1 vihaar1 durghatana1 ka1 naatak1 karana1 chaahate1 hain1 na1 ki1 shaark1 ke1 hamale1 ka1
I1 know2 the2 difference2 .,"<unk> , hai1 hai1",muje1 uska2 difference2 ke1 baare1 mein1 kuch1 patha1 hein1
Nice1 ! Do2 they2 hook2 up2 in2 the2 end2 ?,"muje1 , hai1 <unk> <unk> <unk> hai1 hai1 .",bhadiya1 ! kya1 wo1 end2 mein1 hook1 up1 karte1 hain1 ?
What2 were2 you2 tasked2 with2 ?,"muje1 , hai1 hai1 hai1",Aapko1 kya1 task2 sopa2 gaya1 tha1 ?
"Sounds2 like2 an2 interesting2 fellow2 , will2 definetly2 give2 it2 a2 watch2 .","muje1 , hai1 <unk> <unk> <unk> <unk> <unk> <unk> <unk> .","lagtha1 hein1 interest2 se1 rahega1 , jarur1 mein1 watch1 karunga1"
especially2 the2 first2 one2,"<unk> , hai1 hai1",especially2 voh2 first2 one2 ko1
Do1 You1 like2 historical2 movies2 like2 that2 ? re1 You1 British2 by2 any2 chance2 ?,"muje1 , hai1 <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",tuje1 bhi1 historical2 movies2 pasand1 hein1 kya1 ? are1 tu1 british2 hein2 na1 ?
Do1 you2 think2 you2 would2 see2 it2 again2 ?,"muje1 , hai1 <unk> hai1 hai1 hai1 hai1",KYA1 AAP1 DUBARA1 DEKHNE1 KO1 PASAND1 KARENGE1 ?
I2 was2 looking2 at2 that2 . the2 other2 is2 a2 56 out2 of2 a2 100,"muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",mein1 tho1 iske1 liye1 look1 kar1 rahe1 the1 .. dusre1 tho1 56/100 diya1
Agreed2 . It2 took2 a2 lot2 of2 good2 ating2 to2 be2 as2 good2 in2 the2 role2 as2 jack2 nicholson2,"muje1 , hai1 <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",Agreed2 . jack2 nicholson2 ki1 tarah1 good2 acting2 karne1 mein1 kafi1 mehnat1 lagti1 hai1 .
"I2 like2 that2 they2 had2 to2 work2 hard2 together2 too2 , so2 it2 didn't2 feel2 like2 so2 much2 of2 a2 struggle2 . Because2 Mike2 and2 Sully2 had2 each2 other2 to2 share2 in2 that2 struggle2 of2 working2 their2 way2 up2 the2 corporate2 ladder2","muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","maine1 ye1 baat1 like1 ki1 ki1 unko1 sath1 milke1 hard2 work2 karna1 pada1 , so1 aisa1 feel1 nahi1 aaya1 ki1 ye1 koi1 jyada1 struggle1 tha2 . Because2 Mike2 and2 Sully2 ko1 ek1 dusre1 ke1 sath1 the1 unka2 struggle2 share1 karne1 me1 jab1 wo2 corporate2 ladder2 chadh1 rahe1 the1 ."
Who2 is2 your2 favorite2 character2 in2 Frozen2 ?,"mujhe1 , hai1 hai1 hai1 hai1",frozen2 mein1 aapka1 favorite1 character2 kon2 hein1
"yeah1 I2 think2 she2 was2 pretty2 upset2 . Like2 I2 said2 I2 didn't2 really2 understand2 all2 of2 that2 . I2 was2 mostly2 in2 it2 for2 the2 math2 . What2 an2 interesting2 , fascinating2 story2 .","muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","haan1 , mujhe1 lagata1 hai1 ki1 vah1 bahut1 pareshaan1 thee1 . jaisa1 mainne1 kaha1 ki1 main1 vaastav1 mein1 us1 sab1 ko1 samajh1 nahin1 paaya1 hoon1 . main1 jyaadaatar1 ganit1 ke1 lie1 isamen1 tha1 . kya1 dilachasp1 , aakarshak1 kahaanee1 hai1 ."
Hello1 there2 !,<unk> <unk>,namaste1 !
have2 you2 read2 the2 book2 ?,"<unk> , hai1 hai1",kya1 aap1 ne1 ye1 book1 ko2 read1 kiya1 hai1 ?
Hello1,<unk>,hello1
"The2 movie2 is2 a2 thriller2 . When2 i1 watched2 for2 the2 first2 time2 , i2 was2 really2 scared2","muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","philm1 ek1 thrilar1 hai1 . jab1 mainne1 pahalee1 baar1 dekha1 , to1 main1 vaastav1 mein1 dar1 gaya1 tha1"
Wonder2 Woman2 played2 by2 Gal2 Gadot2 .,"muje1 , <unk> <unk> <unk> <unk> hai1",Gal1 Gadot2 play2 kiya1 tha1 Wonder2 Woman2 me1
"i1 guess2 so2 ! all2 i2 have2 is2 this2 document2 , and2 that2 scene2 where2 ryan2 gosling2 is2 in2 the2 rain2 . thats2 all2 i2 know1 !","muje1 , hai1 <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","I2 guess2 so2 . Mere1 paas1 bas1 ye2 document2 hai2 aur1 wo1 baarish1 wala1 scene1 jisme1 ryan2 gosling2 hai1 , mujhe1 bas1 itna1 hi1 pata1 hai1"
"Ah1 right2 , I've2 heard2 it2 is2 good2 . What2 did2 you2 like2 about2 it2 ?","muje1 , hai1 <unk> ki1 <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","Ah1 sahi1 hai1 , maine1 suna1 hai1 it1 is2 good2 . Tumhe1 iske1 baare1 me1 kya1 accha1 laga1 ?"
Did1 you2 like2 the2 movie2 ?,"muje1 , hai1 hai1 hai1",kya1 tumhe1 ye1 movie2 achi2 lagi1 ?
I2 like2 that2 the2 hero2 in2 the2 movie2 is2 Elsas2 younger2 sister2 and2 not2 the2 typical2 prince2 .,"muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","muje1 voh1 hero1 ko1 pasand1 hein1 , voh1 toh1 Elsas1 ka1 choti1 bahen1 hein1 typical2 prince2 ke1 jaise1 bilkul1 nahi1 hein1"
I2 watch2 the2 Twilight2 Zone2 mrathons2 on2 Syfy2 all2 the2 time2,"muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",mein1 tho1 kahi1 baar1 twilight2 zone2 mrathons2 dekha1 hoon1
lol2 Frosty2 is2 a2 classic2 . But1 olaf1 is2 really2 small2 so2 Frosty2 stil2 has2 that2 title2,"muje1 , hai1 <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",yogy2 phrostee2 ek1 klaasik2 hai1 . lekin1 olaaph1 vaastav1 mein1 bahut1 chhota1 hai1 isalie1 phrostee2 stil2 ke1 paas1 vah1 sheershak1 hai1
I've2 seen2 that2 at2 least2,"haan1 , hai1 hai1",ATLEAST1 MEINE1 THO1 VOH1 DEKHA1 HEIN1
I2 particularly2 liked2 the2 scene2 where2 Zuckerberg2 hacks2 into2 the2 different2 college2 database2 to2 steal2 photos2 because2 it2 portrayed2 computer2 programming2 accurately2 .,"muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",Mujhe1 vishesh1 roop1 se1 wo1 scene2 pasand1 aaya1 jahaan1 Zuckerberg2 ne2 alag-alag1 college2 database2 mein1 photo1 churaane1 ke1 liye1 hacking1 ki1 kyonki1 ismein1 computer2 programming2 ko1 sahi1 tareeke1 se1 portray2 kiya1 gya1 tha1 .
How2 much2 of2 rush2 do2 you2 have2 to2 be2 in2 to2 forget2 a2 whole2 human2 being2 . I2 guess2 nobody2 in2 the2 McCallister2 family2 was2 an2 early2 bird2 either2 . Alarms2 didn't2 always2 exist2 .,"muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",pura1 human2 being2 ke1 liye1 kitna1 rush1 karenge1 . mein1 tho1 koi1 McCallister2 ka2 family2 bird2 hota1 tho1 mein1 guess1 nahi1 kiya1 . alarms2 tho2 nahi2 exist2 hien2
I2 liked2 the2 soundtrack2 .,"<unk> , hai1 hai1",mene2 soundtrack2 like2 kiya1
"he2 is2 a2 purist2 , or2 whatever2 they2 called2 it2 in2 the2 film2","muje1 , hai1 <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","wo1 ek1 purist1 hai1 , ya1 fir1 jo1 be2 usey1 movie2 mein1 bulaya1 gaya1"
she2 seems2 just2 like2 all2 the2 other2 young2 actresses2,"muje1 , hai1 <unk> <unk> <unk> hai1 <unk> <unk>",Wo1 to1 sabhi1 young2 actress2 type2 ki1 lagti1 hai1
It2 makes2 me2 want2 to2 watch2 the2 movie2 again2 .,"muje1 , hai1 <unk> <unk> <unk> hai1 hai1",Yehi1 cheej1 mujhe1 movie1 phir1 se1 dekhne1 ke1 liye1 majboor1 kar1 rahi1 hai1 .
What2 did2 you2 think2 of2 Tom2 Hanks2 ' performance2 in2 the2 movie2 ?,"muje1 , hai1 <unk> ki1 <unk> hai1 <unk> hai1 .",Tumhe1 tom1 hanks1 ka2 movie2 main1 kaam1 kaisa1 lga1
True2 . It2 was2 very2 different2 from2 his2 previous2 work2,"muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","SACH1 , ITNA1 DIFFERENT1 THA1 UNKA1 PREVIOUS2 WORK2 SE1"
Its2 about2 two2 girls2 Anna2 and2 Elsa2,"muje1 , <unk> <unk> <unk> <unk> hai1 <unk>",ye1 do1 girls2 ke1 bare1 me1 he1 Anna2 and2 Elsa2
I2 guess2 so2 . They2 do2 have2 polar2 opposite2 personalities2 . One2 is2 a2 humble2 farm2 boy2 and2 the2 other2 is2 a2 rich2 executive2,"muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",I2 guess2 so2 . Unki1 bilkul1 polar2 opposite2 personalities2 hai2 . Ek1 to2 humble2 farm2 boy2 hai1 dusra1 ek1 rich2 executive2
Thanks2,<unk>,Thanks2
To2 discuss2 a2 movie2 with2 you1,"mujhe1 , hai1 hai1 hai1",Aapke1 sath1 movie1 ki1 charcha1 karne1 ka1
"That2 is2 really2 cool2 , normally2 they2 give2 those2 kinds2 of2 characters2 small2 roles2 .","muje1 , hai1 <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","Ye1 really2 cool1 hai2 , normally2 aise2 type1 ke1 character1 ko2 small2 roles2 dete1 hain1"
sometimes2,<unk>,sometimes2
So2 its2 like2 walk2 in2 someone2 else's2 shoes2 to2 see2 what2 they2 have2 to2 deal2 with2 .,"muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",So1 iska1 matlab1 ki1 kisi1 aur1 ke1 shoes1 pahan1 kar1 chalo1 taki1 pata1 lage1 ki1 kaisa1 lagta1 hai1 .
That2 ’ s1 OK1 I1 ’ ve2 got1 a2 bunch2 information2 from2 We1 can2 figure2 it2 out2,"muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","ISKE1 BAARE1 MEIN1 , MUJE1 KAAFI1 INFORMATION1 MILA1 HEIN1"
"i1 didn't2 recognize2 anyone2 else2 . Lindsay's2 always2 in2 the2 news2 , so2 I2 know2 her2 .","muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","Mujhe1 aur1 koi1 pehchan1 me1 nahi1 aaya1 . Lindsay2 hamesha1 news1 me1 rahti1 hai1 , to1 wo1 mujhe1 pata1 hai1"
I2 do2 like2 how2 the2 next2 time2 Mia2 sees2 Sebastian2 he2 is2 also2 singing2 . I2 also2 liked2 how2 she2 kind2 of2 teased2 him2 by2 requesting2 a2 song2 she2 knew2 he2 would2 hate2 to2 sing2,"muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","Mujhe1 accha1 laga1 next2 time2 Mia2 , Sebastian2 ko1 dekthi1 hai1 waih1 bhi1 gaa1 raha1 hai1 . Mujhe1 yeh1 bhi1 accha1 laga1 ki1 woh1 kaise1 unko1 ek1 song1 ka1 request1 karke1 tease1 kar1 rahi1 hai1 jabki1 woh1 janti1 hai1 woh1 gaane1 se1 hate1 karta1 hai1"
Am1 i2 slow2 for2 thinking2 hardscrabble2 was2 male2 until2 this2 passage2 ? lol2,"muje1 , hai1 <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","kya1 mein1 slow2 hoon2 , harscrabble2 yek1 male1 ko1 think1 karne1 mein1"
"Yeah1 , I2 think2 Joss2 Whedon2 was2 a2 good2 choice2 for2 director2 also2 . His2 vision2 was2 really2 inline2 with2 the2 comics2 .","muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","han1 , mujhe1 lagta1 he1 ki1 director1 ke1 liye1 bhi1 Joss2 Whedon2 good2 choice2 . uska1 vision2 comics2 ke1 sath1 vastav1 me1 inline2 tha2 ."
That2 is2 crazy1 . To1 have2 potentially2 in2 a2 company2 to2 make2 a2 billion2 dollar2 company2 is2 mind2 blowing2,"muje1 , hai1 <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",Ye1 crazy1 tha1 . Unke1 pass2 company2 ko1 million2 dollar2 ki2 company2 banane1 ka2 potential2 hai2 jo1 ki1 mind1 blowing1 hai1 .
I1 love2 anything2 that2 gets2 to2 the2 heart2 .. comedies2,"muje1 , hai1 <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",mujhe1 har1 wo1 cheez1 pasand1 hai1 jo1 dil1 me1 utarti1 hai1 ... comedies2
Well2 the2 relationships2 of2 the2 characters2 are2 quite2 complex2 because2 Clark2 Kent2 A1 . K2 . A1 . Superman2 learns2 of2 Batman's2 justice2 methods2 and2 tries2 to2 expose2 him2 . All2 this2 happening2 while2 Lex2 luthor2 makes2 moves2 to2 get2 approval2 to2 obtain2 kryptonite2 from2 a2 senator2 .,"muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",Khair2 characters2 ke2 relationships2 kafi2 complex1 hai1 kyunki1 Clark2 Kent2 A1 . K2 . A1 . Superman2 Batman2 ke1 justice2 krne1 ke1 tarike1 sikh1 gya1 hai1 or2 use2 expose2 krne2 ki1 koshish1 krta1 hai1 . Ye1 sab1 tab1 hota1 hai1 jan1 Lex2 Luthor2 ek2 senator2 se2 kryptonite2 lene2 ka2 approval2 lene2 ke1 liye1 chaalein1 chalta1 hai1 .
Which2 part2 did2 Craig2 Ferguson2 give2 ?,"mujhe1 , hai1 <unk> hai1",Craig2 Ferguson2 ne2 kaun1 sa1 bhaag1 diya1 ?
and2 I2 didnt2 know2 it2 was2 a2 sequel2,"muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk>",aur1 mujhe1 pata1 nahin1 tha1 uska2 sequel2 bhi1 hai1
Really1 ? The2 first2 time2 ? That2 seems2 pretty2 amazing2 knowing2 that2 the2 characters2 have2 been2 around2 for2 so2 long2 ! Very2 cool1 . Is1 the2 story2 set2 in2 Metropolis2 or2 Gotham2 ?,"muje1 , hai1 <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",Really1 ? pahli1 baar1 ? Ye1 jaante1 huye1 ke1 dono1 character2 itne1 time1 se1 hai1 ye1 cheez1 to1 bahut1 amazing2 hai2 . Bahut1 cool1 . Story2 Metropolis2 me2 set1 hai1 k2 gotham2 me1 ?
I1 know1 . It's2 fun2 but2 people2 use2 it2 a2 little2 too2 much2 .,"muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",muje1 patha1 hein1 .. yeh1 fun1 hein1 lekin1 people2 tho1 jyada1 hi1 istamal1 karte1
MICHAEL2 CAINE2,<unk> <unk>,MICHAEL2 CAINE2
What2 about2 casting2 choices2 ? Were2 the2 actors2 all2 pretty2 decent2 for2 their2 character2 roles2 ?,"muje1 , hai1 <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",casting2 choices2 ke1 baare1 mein1 kya1 khayaal1 hai1 ? kya1 wo1 sab1 actors2 kafi2 decent2 they2 unke1 character2 roles2 ke1 liye1 ?
Did1 you1 want2 to2 know2 more2 ?,"muje1 , hai1 <unk> hai1 hai1",Kya1 tum1 aur1 janna1 chahte1 ho1 ?
"The2 cast2 includes2 Gerard2 Butler2 , Craig2 Ferguson2 , and2 America2 Ferrera2","muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","iski1 cast2 me2 Gerard2 Butler2 , Craig2 Ferguson2 and2 American2 Ferrera2 ko2 include2 kiya1 gaya1 he1 ."
they2 fixed2 it2 when2 it2 wasnt2 broken2,"muje1 , <unk> <unk> <unk> <unk> hai1 <unk>",voh1 fix1 kar1 sakthe1 the1 lekin1 voh1 broken2 hi1 nahi1 tha1
"Yes1 , I2 am2 a2 huge2 Marvel2 fan2 . One2 of2 my2 favorites2 is2 the2 Avengers2 . Mark2 Ruffalo2 is2 great2 as2 The2 Hulk2 .","muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",HA1 MAIN1 BAHOOT1 BADA1 MARVEL1 FAN1 HUH1 . AVENGERS1 MERA1 FAVORITE1 AUR1 MARK1 RUFFALO1 BAHOOT1 BADIA1 THA1 HULK1 JAISAA1 .
Anyone2 who2 thinks2 this2 glorified2 his2 life2 did2 not2 really2 pay2 attention2 lol2,"muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","KYA1 KOI1 AISE1 SOCHTE1 KI1 , UNKA1 LIFE1 KA1 GLORIFIED2 , JO1 VAAKAHI1 MEIN1 ACHE1 ATTENTION1 NAHI1 MILA1 , LOL1"
itkes2 us1 to2 history2,"mujhe1 , hai1 <unk> hai1",Ye1 hamare1 liye1 history1 hai1
Id2 still2 see2 it2 despite2 bad2 reviews2 . I2 generally2 like2 to2 decide2 things2 by2 myself2 to2 see2 if2 i1 like1 it2 or2 not2 . Like2 if2 99% of2 people2 say2 its2 bad2 or2 good2 . I2 usually2 won't2 follow2 what2 i1 hear2 . I2 just2 go2 and2 experience2 it2 for2 myself2 . And2 then2 from2 there2 I2 usually2 say2 its2 cool2 or2 say2 its2 bad2 .,"muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",Main1 isse1 bure2 reviews2 milne1 ke1 baad1 bhi1 dekhunga1 . Main1 zayadtar1 cheezein1 khud1 dekh1 kar1 decide1 krna2 pasand2 krta1 huin1 ki1 mujhe1 pasand1 hai1 ya1 nhi1 . Jaise1 agar1 99% log1 kehte1 hai1 ki1 ye1 buri1 hai1 ya1 achhi1 . Main1 aamtaur1 par1 baatein1 sunn1 kar1 unke1 peeche1 nhi1 jata1 . Main1 bas1 chala1 jata1 huin1 or1 khud1 se1 experience2 krta1 huin1 . Aur1 phir1 main1 aamtaur1 par1 batata1 huin1 ke1 ye1 badiya1 hai1 ya1 buri1 .
I2 think2 there2 should2 be2 parallel2 networks2 called2 myface2 and2 spacebook2 .,"muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",mujhe1 lagata1 hai1 ki1 myfachai1 aur2 spachaibook1 naamak1 samaanaantar1 netavark1 hona1 chaahie1 .
Me1 too1 ! It1 was2 very2 inspiring2 and2 showed2 that2 you2 can2 accomplish2 your2 dreams2 many2 ways2 . I2 liked2 how2 the2 movie2 expanded2 on2 the2 monster2 world2 .,"muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","muje1 bhi1 ! kitna1 inspiring2 hein1 yar1 , isse1 patha1 chaltha1 hein1 ki1 hum1 kaise1 apne1 dreams1 ko2 accomplish2 karthe1 jo1 jarur1 sach1 hoga1 ... muje1 tho1 is2 movie1 ka1 monster2 world2 expanded2 bahut1 pasand1 hein1"
Did1 you1 know2 America2 Ferrera2 was2 one2 of2 the2 voices2 ?,"muje1 , hai1 <unk> <unk> <unk> hai1 hai1 .",Kya1 tumhe1 pata1 hai1 America2 Ferrera2 ne2 voice2 di1 hai1
i1 have2 to2 uninstall2 the2 keyboard2 because2 it2 was2 typing2 and2 clicking2 everything2,"muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",mejhe1 keyboard2 uninstall2 karna2 pada1 because2 ye1 everything2 type2 aur2 click1 kar1 raha1 tha1 .
I've2 been2 to2 WDW2 a2 few2 times2 . Never2 to2 Disneyland2 though2 . California2 is2 pretty2 far2 away2 from2 me1 . We2 went2 camping2 at2 WDW2 last2 year2 though2 . It2 was2 great2 .,"muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","ha1 wdw2 ko1 kuch1 bar1 gaya1 hu1 , disney1 land1 ko1 nahi1 gaya1 . california2 dur2 hai1 mujhse1 . hum1 camping2 krne2 gaye1 the1 wdw2 pichle1 sal1 . maja1 aaya1 tha1 ."
Shawn2 Levy2,<unk> <unk>,Shawn2 Levy2
"One2 said2 , "" The2 Post2 passes2 the2 trickiest2 tests2 of2 a2 historical2 drama2 ...","muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","YEK1 KAHA1 KI1 ,"" IS1 POST1 THO1 TRICKIEST1 TEST1 PASSE1 HUVA1 HEI1 IS1 HISTORICAL2 DRAMA1 MEIN1 .."
Do1 you2 like2 Monsters2 University2 ?,"muje1 , hai1 hai1 hai1",KYA1 AAP1 MONSTERS1 UNIVERSITY1 DEKHE1 ?
It2 sounds2 like2 it2 was2 a2 decision2 made2 out2 of2 spite2 . What2 did2 he2 gain2 from2 those2 actions2 I2 wonder2 ?,"muje1 , hai1 <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",lagta1 hai1 ye1 out2 of2 spite2 decision2 liya1 gaya1 . us2 actions2 ke1 sath1 wo1 kya1 gain1 karta1 hai1 main1 sochta1 hun1 ?
i2 thought2 that2 would2 be2 relevant2 to2 the2 movie2 haha1 but1 yeah1 let's1 be2 safe2,"muje1 , hai1 <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",ha1 mujhe1 lagata1 hai1 ki1 ye1 film1 haha1 se1 sambadhit1 hai1 yadi1 ye1 surakshit1 hai1 to1
THAT1 NICE1,<unk> <unk>,BEHTHAR1
hi1,hi1,hi1
it's2 as2 if2 he2 really2 was2 tony1 hehehej1,"muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk>",haan1 yar1 voh1 tho1 really2 Tony2 hey1
he2 does2 a2 great2 job2 with2 directing2,"muje1 , hai1 <unk> <unk> <unk> hai1",unhone1 tho1 directing2 ka1 badiya1 job1 kiya1
So1 very2 different2 from2 nolan's2 batman2 .,"muje1 , <unk> <unk> <unk> hai1",Isliye1 yeh1 bahut1 alag1 hai2 nolan's2 batman2 se1 .
All2 I2 can2 see2 is2 what2 you2 write2,"mujhe1 , hai1 <unk> hai1 hai1 hai1",jo1 tum1 likhte1 ho1 is2 all2 I2 can2 see2
I2 liked2 the2 movie2,"<unk> , hai1 hai1",MUJHE1 MOVIE1 ACHHA1 LAGA1
Is1 it2 similar2 to2 any2 other2 movie2 ?,"muje1 , hai1 <unk> hai1 hai1",kya1 yah1 kisee1 any2 movie2 ke1 samaan1 hai1 ?
What2 did2 you2 think2 of2 the2 Scarecrow2 scenes2 ?,"muje1 , hai1 <unk> hai1 hai1 hai1",Tum1 Scarecrow2 wale2 scenes2 k2 baare1 me1 kya1 sochte1 ho1 ?
